id,index,match_id,period,timestamp,minute,second,event_type_id,event_type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,player_id,player_name,player_position_id,player_position_name,location_x,location_y,end_location_x,end_location_y,end_location_z,impact_height,duration,under_pressure,counterpress,substituted_player_id,substituted_player_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_cross,pass_cut_back,pass_switch,assisted_shot_id,key_pass_id,follows_dribble,one_on_one,open_goal,statsbomb_xg,off_camera,out,obv_for_after,obv_for_before,obv_for_net,obv_against_after,obv_against_before,obv_against_net,obv_total_net,outcome_id,outcome_name,type_id,type_name,card_id,card_name,body_part_id,body_part_name,technique_id,technique_name,position_id,position_name,advantage,aerial_won,backheel,defensive,deflected,deflection,first_time,in_chain,miscommunication,nutmeg,offensive,overrun,penalty,recovery_failure,redirect,save_block,through_ball,throw_in,early_video_end,late_video_start,match_suspended,related_events,freeze_frame_player_id,freeze_frame_player_name,freeze_frame_player_position_id,freeze_frame_player_position_name,freeze_frame_teammate,freeze_frame_x,freeze_frame_y,formation_player_id,formation_player_name,formation_position_id,formation_position_name,formation_jersey_number
62650c55-d7ea-4308-b0af-c24878bd1353,2794,3813041,2,00:39:51.785,84,51,6,Block,177,2838,FAR Rabat,3,From Free Kick,2761,FUS Rabat,138973,Saad Ait Khorsa,5,Left Center Back,5.4,20.4,,,,,0.0,false,false,,,,,,,,,,,,,,false,,,,false,false,0.012495317,0.008323667,0.00417165,0.011229541,0.04787309,-0.03664355,0.0408152,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,f0b1a249-e692-487f-a10a-e7a0850c3259,,,,,,,,,,,,
0bbbe79a-335f-4ede-a2a3-80532b97006e,2795,3813041,2,00:39:54.387,84,54,2,Ball Recovery,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138959,El Mehdi Karnass,19,Center Attacking Midfield,25.0,34.5,,,,,0.0,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,
04146976-ca07-41c1-8aeb-01cdea253960,2796,3813041,2,00:39:54.387,84,54,43,Carries,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138959,El Mehdi Karnass,19,Center Attacking Midfield,25.0,34.5,24.6,33.6,,,1.122054,false,false,,,,,,,,,,,,,,false,,,,false,false,0.0123282885,0.012495317,-1.6702805E-4,0.011223708,0.011229541,-5.8328733E-6,-1.6119517E-4,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0bbbe79a-335f-4ede-a2a3-80532b97006e, 19082fdf-23a3-4bec-ae45-91b2016700ac,,,,,,,,,,,
19082fdf-23a3-4bec-ae45-91b2016700ac,2797,3813041,2,00:39:55.509,84,55,30,Pass,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138959,El Mehdi Karnass,19,Center Attacking Midfield,24.6,33.6,36.7,9.1,,,2.400373,false,false,,,138973,Saad Ait Khorsa,27.32508,-1.1120586,1,Ground Pass,false,false,false,,,false,,,,false,false,0.01162737,0.0123282885,-7.0091896E-4,0.010854836,0.011223708,-3.6887266E-4,-3.320463E-4,,,,,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2db34d35-da3e-4256-b6ac-d420d5223cdf,,,,,,,,,,,,
2db34d35-da3e-4256-b6ac-d420d5223cdf,2798,3813041,2,00:39:57.909,84,57,42,Ball Receipt*,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138973,Saad Ait Khorsa,5,Left Center Back,36.7,9.1,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,19082fdf-23a3-4bec-ae45-91b2016700ac,,,,,,,,,,,,
cd720813-0791-4f72-84fa-2ff8dec9b3c5,2799,3813041,2,00:39:57.909,84,57,43,Carries,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138973,Saad Ait Khorsa,5,Left Center Back,36.7,9.1,37.4,7.5,,,0.039722,false,false,,,,,,,,,,,,,,false,,,,false,false,0.010625869,0.01162737,-0.0010015005,0.011518145,0.010854836,6.6330936E-4,-0.0016648099,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2a75ab1f-e9e1-46e8-9935-1b6c1d9f1f53, 2db34d35-da3e-4256-b6ac-d420d5223cdf,,,,,,,,,,,
2a75ab1f-e9e1-46e8-9935-1b6c1d9f1f53,2800,3813041,2,00:39:57.949,84,57,30,Pass,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138973,Saad Ait Khorsa,5,Left Center Back,37.4,7.5,49.0,15.5,,,0.868986,false,false,,,144326,El Mehdi Moubarik,14.091132,0.60374933,1,Ground Pass,false,false,false,,,false,,,,false,false,0.014152533,0.010625869,0.0035266643,0.01030121,0.011518145,-0.001216935,0.0047435993,,,,,,,38,Left Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,98e4c999-8e85-4f2a-a052-ac74938ee1f3,,,,,,,,,,,,
98e4c999-8e85-4f2a-a052-ac74938ee1f3,2801,3813041,2,00:39:58.818,84,58,42,Ball Receipt*,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,144326,El Mehdi Moubarik,11,Left Defensive Midfield,49.0,15.5,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2a75ab1f-e9e1-46e8-9935-1b6c1d9f1f53,,,,,,,,,,,,
e9abd927-cd5b-411b-8f7a-2485b3a07078,2802,3813041,2,00:39:58.818,84,58,43,Carries,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,144326,El Mehdi Moubarik,11,Left Defensive Midfield,49.0,15.5,50.4,14.3,,,0.719382,false,false,,,,,,,,,,,,,,false,,,,false,false,0.014954285,0.014152533,8.017514E-4,0.009945208,0.01030121,-3.5600178E-4,0.0011577532,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,98e4c999-8e85-4f2a-a052-ac74938ee1f3, f7e1ef66-15ef-404c-809e-1cea2fc0b617,,,,,,,,,,,
f7e1ef66-15ef-404c-809e-1cea2fc0b617,2803,3813041,2,00:39:59.537,84,59,30,Pass,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,144326,El Mehdi Moubarik,11,Left Defensive Midfield,50.4,14.3,95.9,6.5,,,3.579737,false,false,,,138961,Naoufel Zerhouni,46.16373,-0.16977827,3,High Pass,false,false,false,,,false,,,,false,false,0.022162186,0.014954285,0.007207901,0.008589838,0.009945208,-0.0013553705,0.008563272,,,,,,,40,Right Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,cfc1c33d-61bf-4e3c-963e-21a06b8a7b01,,,,,,,,,,,,
cfc1c33d-61bf-4e3c-963e-21a06b8a7b01,2804,3813041,2,00:40:03.117,85,3,42,Ball Receipt*,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138961,Naoufel Zerhouni,21,Left Wing,95.9,6.5,,,,,,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,f7e1ef66-15ef-404c-809e-1cea2fc0b617,,,,,,,,,,,,
db9dd600-7528-4cec-be37-cd6c7d82bfcd,2805,3813041,2,00:40:03.117,85,3,43,Carries,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138961,Naoufel Zerhouni,21,Left Wing,95.9,6.5,102.7,12.2,,,2.31678,true,false,,,,,,,,,,,,,,false,,,,false,false,0.047553554,0.022162186,0.025391368,0.008959548,0.008589838,3.6970992E-4,0.025021657,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3eb02c53-16db-4af2-9f8f-368164be8115, a843c2ce-e4fc-4434-9bff-a7f3cf0f042e, cfc1c33d-61bf-4e3c-963e-21a06b8a7b01,,,,,,,,,,
a843c2ce-e4fc-4434-9bff-a7f3cf0f042e,2806,3813041,2,00:40:04.629,85,4,17,Pressure,178,2761,FUS Rabat,1,Regular Play,2838,FAR Rabat,105931,Edilson Alberto Monteiro Sanches Borges,3,Right Center Back,17.7,65.4,,,,,0.996238,false,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3eb02c53-16db-4af2-9f8f-368164be8115, db9dd600-7528-4cec-be37-cd6c7d82bfcd,,,,,,,,,,,
5bc04087-9818-4b49-8bb6-bef7e711d6ee,2807,3813041,2,00:40:05.434,85,5,22,Foul Committed,178,2761,FUS Rabat,1,Regular Play,2838,FAR Rabat,105931,Edilson Alberto Monteiro Sanches Borges,3,Right Center Back,17.4,67.9,,,,,0.0,false,false,,,,,,,,,,,,,,false,,,,false,false,0.008959548,0.008589838,3.6970992E-4,0.047553554,0.022162186,0.025391368,-0.025021657,,,,,7,Yellow Card,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3eb02c53-16db-4af2-9f8f-368164be8115,,,,,,,,,,,,
3eb02c53-16db-4af2-9f8f-368164be8115,2808,3813041,2,00:40:05.434,85,5,21,Foul Won,178,2761,FUS Rabat,1,Regular Play,2761,FUS Rabat,138961,Naoufel Zerhouni,21,Left Wing,102.7,12.2,,,,,0.0,true,false,,,,,,,,,,,,,,false,,,,false,false,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5bc04087-9818-4b49-8bb6-bef7e711d6ee, a843c2ce-e4fc-4434-9bff-a7f3cf0f042e,,,,,,,,,,,
6f12efb6-630d-458d-b8e6-271c50396a9e,2809,3813041,2,00:41:03.563,86,3,30,Pass,179,2761,FUS Rabat,3,From Free Kick,2761,FUS Rabat,138959,El Mehdi Karnass,19,Center Attacking Midfield,104.7,10.4,99.2,28.3,,,1.91159,false,false,,,138962,Reda Hajhouj,18.725918,1.8689027,1,Ground Pass,false,false,false,,,false,,,,false,false,0.014733936,0.047553554,-0.032819618,0.009123469,0.008959548,1.6392116E-4,-0.03298354,9,Incomplete,62,Free Kick,,,38,Left Foot,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,63785aa7-4d78-4251-b913-e241e05aad38, 6b5d01d3-8b64-403d-8c87-2e7dd56a7273,,,,,,,,,,,
